Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.0520472222879062,AGV1[1],L1,42.OnExited,[Fire] ExitedEvent,Firing event 'L1.Exited'.
0.0520472222879062,AGV1[1],L1,42.OnExited,[End],Process 'L1.OnExited' execution ended.
0.0522069444772864,Picker1[1],Path9,42.OnReachedEnd,[Begin],Process 'Path9.OnReachedEnd' execution started.
0.0522069444772864,Picker1[1],Path9,42.OnReachedEnd,[Transfer] FromPath,Entity 'Picker1[1]' transferring from '[EndOfLink] Path9' into node 'L2'.
0.0522069444772864,Picker1[1],L2,32.OnEntered,[Begin],Process 'L2.OnEntered' execution started.
0.0522069444772864,Picker1[1],L2,32.OnEntered,[Fire] EnteredEvent,Firing event 'L2.Entered'.
0.0522069444772864,Picker1[1],L2,32.OnEntered,[VisitNode] Traveler,Executing process 'Picker1[1].OnVisitingNode'.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Begin],Process 'Picker1[1].OnVisitingNode' execution started.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Execute] EnteredNode_AddOnProcess,Executing process 'Picker_Entered_Node'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Begin],Process 'Picker_Entered_Node' execution started.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,Searching collection '[TableRows] T_AuxLocations' containing '3' item(s). 
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,Index range of search is from starting index '1' to ending index '3'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,'0' item(s) found by search.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,Saving index found.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_AuxLocations,Assigning state variable 'PickerEnteredNodeToken.43.NodeIndex' the value '0'. Previous value was '0'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Searching collection '[TableRows] T_Locations' containing '8' item(s). 
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Index range of search is from starting index '1' to ending index '8'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Item 'T_Locations[2]' found at index '2' in the collection.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,'1' item(s) found by search.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Saving index found.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Search] T_Locations,Assigning state variable 'PickerEnteredNodeToken.43.NodeIndex' the value '2'. Previous value was '0'.
0.0522069444772864,Picker1[1],Model,44.Picker_Entered_Node,[Assign] Assign1,Assigning state variable 'Model.PickerLocation1' the value '5'. Previous value was '6'.
0.0522069444772864,Picker1[1],Model,44.Picker_Entered_Node,[End],Process 'Picker_Entered_Node' execution ended.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Decide] target position,Token branching on condition 'Picker.Location.Parent.Node == Picker.TargetLocation'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Decide] target position,Token sent to 'True' exit.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Assign] Reward + 1,Assigning state variable 'Model.Reward' the value '1'. Previous value was '0'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Decide] Agent Enabled?,Token branching on condition 'EnableAgent == True'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Decide] Agent Enabled?,Token sent to 'True' exit.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Execute] JUST UPDATE,Executing process 'AgentWaitUpdate'.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[Begin],Process 'AgentWaitUpdate' execution started.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[Assign] StepCount,Assigning state variable 'Model.Step' the value '49'. Previous value was '48'.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[AgentWait] AGENT WAIT,"{""PickerAction"":2,""AGV1Action"":0,""AGV2Action"":3}"
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[Assign] Reward = 0,Assigning state variable 'Model.Reward' the value '0'. Previous value was '1'.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[Decide] RunTooLong,Token branching on condition 'Step > 3000'.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[Decide] RunTooLong,Token sent to 'False' exit.
0.0522069444772864,Picker1[1],Model,0.AgentWaitUpdate,[End],Process 'AgentWaitUpdate' execution ended.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Assign] can start,Assigning state variable 'AGV1[2].PickerAvailable' the value '1'. Previous value was '0'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[Fire] fire if picker wasn´t availabl,Firing event 'AGV1[2].PickingStart'.
0.0522069444772864,Picker1[1],Model,43.Picker_Entered_Node,[End],Process 'Picker_Entered_Node' execution ended.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Decide] IfBusy,Token sent to 'True' exit.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Arrive] AtDestination,Entity 'Picker1[1]' notifying visit request from object 'AGV1[2]' that the entity has arrived to node location 'L2'.
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[SelectVisit] ToAcceptedDestination,Entity 'Picker1[1]' searching its visit request queue containing '0' accepted visit request(s).
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[SelectVisit] ToAcceptedDestination,Entity 'Picker1[1]' failed to select an eligible visit destination. 
0.0522069444772864,Picker1[1],Picker1[1],8.OnVisitingNode,[Wait] UntilRemainInPlaceEnded,Token waiting at Wait step for event 'Picker1[1].RemainInPlaceEnded'.
0.0522069444772864,Picker1[1],L2,32.OnEntered,[VisitNode] Traveler,Token waiting at VisitNode step for '1' other processes to complete.
0.0522069444772864,AGV1[2],Model,33.5_AGV_Allocated,[End],Process '5_AGV_Allocated' execution ended.
0.0522069444772864,AGV1[2],AGV1[2],45.OnCapacityAllocated,[End],Process 'AGV1[2].OnCapacityAllocated' execution ended.
0.0544861111439531,AGV1[2],Path9,45.OnReachedEnd,[Begin],Process 'Path9.OnReachedEnd' execution started.
0.0544861111439531,AGV1[2],Path9,45.OnReachedEnd,[Transfer] FromPath,Entity 'AGV1[2]' transferring from '[EndOfLink] Path9' into node 'L2'.
0.0544861111439531,AGV1[2],L2,33.OnEntered,[Begin],Process 'L2.OnEntered' execution started.
0.0544861111439531,AGV1[2],L2,33.OnEntered,[Fire] EnteredEvent,Firing event 'L2.Entered'.
0.0544861111439531,AGV1[2],L2,33.OnEntered,[VisitNode] Traveler,Executing process 'AGV1[2].OnVisitingNode'.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Begin],Process 'AGV1[2].OnVisitingNode' execution started.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Execute] EnteredNode_AddOnProcess,Executing process 'Set_Location_for_AGV'.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Begin],Process 'Set_Location_for_AGV' execution started.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Searching collection '[TableRows] T_AuxLocations' containing '3' item(s). 
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Index range of search is from starting index '1' to ending index '3'.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,'0' item(s) found by search.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Saving index found.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Assigning state variable 'AGVEnteredNodeToken.36.NodeIndex' the value '0'. Previous value was '0'.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Searching collection '[TableRows] T_Locations' containing '8' item(s). 
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Index range of search is from starting index '1' to ending index '8'.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Item 'T_Locations[2]' found at index '2' in the collection.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,'1' item(s) found by search.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Saving index found.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[Search] T_Locations,Assigning state variable 'AGVEnteredNodeToken.36.NodeIndex' the value '2'. Previous value was '0'.
0.0544861111439531,AGV1[2],Model,37.Set_Location_for_AGV,[Assign] Assign1,Assigning state variable 'Model.AGV2Location' the value '5'. Previous value was '6'.
0.0544861111439531,AGV1[2],Model,37.Set_Location_for_AGV,[End],Process 'Set_Location_for_AGV' execution ended.
0.0544861111439531,AGV1[2],Model,36.Set_Location_for_AGV,[End],Process 'Set_Location_for_AGV' execution ended.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfBusy,Token sent to 'False' exit.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfLoadingUnloading,"Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'."
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfLoadingUnloading,Token sent to 'True' exit.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Dropoff] Rider,Transporter 'AGV1[2]' failed to drop off a rider at node 'L2'. No eligible drop-off requests.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'AGV1[2].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'AGV1[2].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Pickup] Rider,Transporter 'AGV1[2]' searching '2' pickup request(s) waiting at node 'L2'.
0.0544861111439531,Article1.71,AGV1[2],39.OnEvaluatingRiderAtPickup,[Begin],Process 'AGV1[2].OnEvaluatingRiderAtPickup' execution started.
0.0544861111439531,Article1.71,AGV1[2],39.OnEvaluatingRiderAtPickup,[Execute] EvaluatingTransportRequest_AddOnProcess,Executing process '1_TransportRequest'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Begin],Process '1_TransportRequest' execution started.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Order,Token branching on condition 'Is.Order'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Order,Token sent to 'False' exit.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Article,Token branching on condition 'Is.Article'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Article,Token sent to 'True' exit.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token branching on condition 'AGV.PickingStarted == True'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token sent to 'True' exit.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] right order?,Token branching on condition 'AGV.OrderID == Article.OrderID'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] right order?,Token sent to 'True' exit.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Updated,Token branching on condition 'AGV.DeterminedTarget==Article.LocationNode'.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[Decide] Updated,Token sent to 'True' exit.
0.0544861111439531,Article1.71,Model,35.1_TransportRequest,[End],Process '1_TransportRequest' execution ended.
0.0544861111439531,Article1.71,AGV1[2],39.OnEvaluatingRiderAtPickup,[End],Process 'AGV1[2].OnEvaluatingRiderAtPickup' execution ended.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Pickup] Rider,Transporter 'AGV1[2]' picking up rider 'Article1.71' at node 'L2'. 
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoading,[Begin],Process 'AGV1[2].OnRiderLoading' execution started.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'AGV1[2].OnEvaluatingRiderReservation.Enabled' the value '0'. Previous value was '0'.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'AGV1[2].OnEvaluatingRiderReservation.ReturnValue' the value '0'. Previous value was '0'.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoading,[End],Process 'AGV1[2].OnRiderLoading' execution ended.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Pickup] Rider,Entity 'Article1.71' transferring from '[Node] L2' into station 'AGV1[2].RideStation'.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoaded,[Begin],Process 'AGV1[2].OnRiderLoaded' execution started.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoaded,[EndTransfer] OntoVehicle,Entity 'Article1.71' ending transfer into station 'AGV1[2].RideStation'.
0.0544861111439531,Article1.71,L2,35.OnExited,[Begin],Process 'L2.OnExited' execution started.
0.0544861111439531,Article1.71,L2,35.OnExited,[Fire] ExitedEvent,Firing event 'L2.Exited'.
0.0544861111439531,Article1.71,L2,35.OnExited,[End],Process 'L2.OnExited' execution ended.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoaded,[Execute] Loaded_AddOnProcess,Executing process '3_AGV_Loaded'.
0.0544861111439531,Article1.71,Model,35.3_AGV_Loaded,[Begin],Process '3_AGV_Loaded' execution started.
0.0544861111439531,Article1.71,Model,35.3_AGV_Loaded,[Decide] Is Order,Token branching on condition 'Is.Order'.
0.0544861111439531,Article1.71,Model,35.3_AGV_Loaded,[Decide] Is Order,Token sent to 'False' exit.
0.0544861111439531,Article1.71,Model,35.3_AGV_Loaded,[Execute] Picking Process,Executing process '4_Picking'.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Begin],Process '4_Picking' execution started.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Assign] Time entered,Assigning state variable 'MyToken1.5.TimeEnteredNode' the value '0.0544861111439531'. Previous value was '0'.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Decide] Picker already here,Token branching on condition 'AGV.PickerAvailable==True '.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Decide] Picker already here,Token sent to 'True' exit.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Assign] Time Waited,Assigning state variable 'MyToken1.5.WaitingTimeForPicker' the value '0'. Previous value was '0'.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Assign] Waiting Time Reward,Assigning state variable 'Model.Reward' the value '0'. Previous value was '0'.
0.0544861111439531,Article1.71,Model,5.4_Picking,[Delay] Time for Pick Up Article,Delaying token for '0.00166666666666667' Hours until time '0.0561527778106197' Hours. Delay multiplier was '1'.
0.0544861111439531,Article1.71,Model,35.3_AGV_Loaded,[Execute] Picking Process,Token waiting at Execute step for '1' other processes to complete.
0.0544861111439531,Article1.71,AGV1[2],39.OnRiderLoaded,[Execute] Loaded_AddOnProcess,Token waiting at Execute step for '1' other processes to complete.
0.0544861111439531,AGV1[2],L2,33.OnEntered,[VisitNode] Traveler,Token waiting at VisitNode step for '1' other processes to complete.
0.0544861111439531,Article1.71,Model,21.2_CreateWarehousePositions,[End],Process '2_CreateWarehousePositions' execution ended.
0.0544861111439531,Article1.71,L2,20.RoutingOutLogic,[Decide] IfReservingCurrentTransporter,Token branching on condition ''.
0.0544861111439531,Article1.71,L2,20.RoutingOutLogic,[Decide] IfReservingCurrentTransporter,Token sent to 'False' exit.
0.0544861111439531,Article1.71,L2,20.RoutingOutLogic,[End],Process 'L2.RoutingOutLogic' execution ended.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfWaitUntilRiderLoaded,Token branching on condition 'OnRiderLoaded.TokensInProcess > 0'.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Decide] IfWaitUntilRiderLoaded,Token sent to 'True' exit.
0.0544861111439531,AGV1[2],AGV1[2],0.OnVisitingNode,[Wait] UntilRiderLoaded,Token waiting at Wait step for event 'AGV1[2].RiderLoaded'.
0.0544861111439531,Article1.71,L2,19.OnEntered,[End],Process 'L2.OnEntered' execution ended.
0.0545527778106198,AGV1[1],Path12,19.OnReachedEnd,[Begin],Process 'Path12.OnReachedEnd' execution started.
0.0545527778106198,AGV1[1],Path12,19.OnReachedEnd,[Transfer] FromPath,Entity 'AGV1[1]' transferring from '[EndOfLink] Path12' into node 'L2'.
0.0545527778106198,AGV1[1],L2,20.OnEntered,[Begin],Process 'L2.OnEntered' execution started.
0.0545527778106198,AGV1[1],L2,20.OnEntered,[Fire] EnteredEvent,Firing event 'L2.Entered'.
0.0545527778106198,AGV1[1],L2,20.OnEntered,[VisitNode] Traveler,Executing process 'AGV1[1].OnVisitingNode'.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Begin],Process 'AGV1[1].OnVisitingNode' execution started.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Execute] EnteredNode_AddOnProcess,Executing process 'Set_Location_for_AGV'.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Begin],Process 'Set_Location_for_AGV' execution started.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Searching collection '[TableRows] T_AuxLocations' containing '3' item(s). 
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Index range of search is from starting index '1' to ending index '3'.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,'0' item(s) found by search.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Saving index found.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_AuxLocations,Assigning state variable 'AGVEnteredNodeToken.36.NodeIndex' the value '0'. Previous value was '0'.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Searching collection '[TableRows] T_Locations' containing '8' item(s). 
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Searching collection in the forward direction for maximum of '2147483647' item(s).
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Index range of search is from starting index '1' to ending index '8'.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Item 'T_Locations[2]' found at index '2' in the collection.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,'1' item(s) found by search.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Saving index found.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[Search] T_Locations,Assigning state variable 'AGVEnteredNodeToken.36.NodeIndex' the value '2'. Previous value was '0'.
0.0545527778106198,AGV1[1],Model,37.Set_Location_for_AGV,[Assign] Assign1,Assigning state variable 'Model.AGV1Location' the value '5'. Previous value was '4'.
0.0545527778106198,AGV1[1],Model,37.Set_Location_for_AGV,[End],Process 'Set_Location_for_AGV' execution ended.
0.0545527778106198,AGV1[1],Model,36.Set_Location_for_AGV,[End],Process 'Set_Location_for_AGV' execution ended.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfBusy,Token sent to 'False' exit.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfLoadingUnloading,"Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'."
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Decide] IfLoadingUnloading,Token sent to 'True' exit.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Dropoff] Rider,Transporter 'AGV1[1]' failed to drop off a rider at node 'L2'. No eligible drop-off requests.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'AGV1[1].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'AGV1[1].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Pickup] Rider,Transporter 'AGV1[1]' searching '1' pickup request(s) waiting at node 'L2'.
0.0545527778106198,Article1.67,AGV1[1],47.OnEvaluatingRiderAtPickup,[Begin],Process 'AGV1[1].OnEvaluatingRiderAtPickup' execution started.
0.0545527778106198,Article1.67,AGV1[1],47.OnEvaluatingRiderAtPickup,[Execute] EvaluatingTransportRequest_AddOnProcess,Executing process '1_TransportRequest'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Begin],Process '1_TransportRequest' execution started.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Order,Token branching on condition 'Is.Order'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Order,Token sent to 'False' exit.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Article,Token branching on condition 'Is.Article'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Article,Token sent to 'True' exit.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token branching on condition 'AGV.PickingStarted == True'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token sent to 'True' exit.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] right order?,Token branching on condition 'AGV.OrderID == Article.OrderID'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] right order?,Token sent to 'True' exit.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Updated,Token branching on condition 'AGV.DeterminedTarget==Article.LocationNode'.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[Decide] Updated,Token sent to 'True' exit.
0.0545527778106198,Article1.67,Model,23.1_TransportRequest,[End],Process '1_TransportRequest' execution ended.
0.0545527778106198,Article1.67,AGV1[1],47.OnEvaluatingRiderAtPickup,[End],Process 'AGV1[1].OnEvaluatingRiderAtPickup' execution ended.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Pickup] Rider,Transporter 'AGV1[1]' picking up rider 'Article1.67' at node 'L2'. 
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoading,[Begin],Process 'AGV1[1].OnRiderLoading' execution started.
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'AGV1[1].OnEvaluatingRiderReservation.Enabled' the value '0'. Previous value was '0'.
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'AGV1[1].OnEvaluatingRiderReservation.ReturnValue' the value '0'. Previous value was '0'.
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoading,[End],Process 'AGV1[1].OnRiderLoading' execution ended.
0.0545527778106198,AGV1[1],AGV1[1],16.OnVisitingNode,[Pickup] Rider,Entity 'Article1.67' transferring from '[Node] L2' into station 'AGV1[1].RideStation'.
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoaded,[Begin],Process 'AGV1[1].OnRiderLoaded' execution started.
0.0545527778106198,Article1.67,AGV1[1],47.OnRiderLoaded,[EndTransfer] OntoVehicle,Entity 'Article1.67' ending transfer into station 'AGV1[1].RideStation'.
0.0545527778106198,Article1.67,L2,23.OnExited,[Begin],Process 'L2.OnExited' execution started.
